ID,車名,支払総額,車両価格,諸費用,色,年式,走行距離,地域,車検,ミッション,駆動方式,整備ノート,排気量,法定整備,動力,修復歴,ワンオーナー,未使用車,禁煙車,外装,内装,機関,修理歴,カーナビ,ETC,スマートキー,盗難防止システム,アイドリングストップ,100V電源,USB入力端子,Bluetooth接続,音楽プレイヤー接続可,CDデッキ,DVDデッキ,テレビ,パワーステアリング,パワーウィンドウ,寒冷地仕様,本革シート,ハーフレザーシート,パワーシート,ベンチシート,フルフラット,シートエアコン,シートヒーター,ローダウン,電動リアゲート,サンルーフ,ディスチャージドランプ,LEDヘッドランプ,アルミホイール,エアロパーツ,エアバッグ,ドライブレコーダー,バックモニターカメラ,全周囲カメラ,フロントカメラ,サイドカメラ,横滑り防止装置,衝突安全ボディ,衝突被害軽減システム,ABS,クルーズコントロール,アダプティブクルーズコントロール,クリアランスソナー,オートライト,レーンアシスト,パークアシスト,自動駐車システム
864,プリウス Ａツーリングセレクション,220.9,208,12.9,ホワイトパールクリスタルシャイン,2020,5.1,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
865,プリウス Ａ,174.2,161,13.2,スティールブロンドメタリック,2018,1.4,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0
866,プリウス Ｚ,379.8,370.6,9.2,アティチュードブラックマイカ,2023,1.8,和歌山県,車検整備なし,AT,2WD,1,2000cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0
867,プリウス Ａプレミアム,284.8,274.8,10,ブラックＭ,2021,4,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1
868,プリウス Ｇツーリングセレクション,69.9,59.9,10,ホワイト,2011,7.1,大阪府,2026/05,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0
869,プリウス Ｓツーリングセレクション,68.9,58.8,10.1,ブルー,2010,6.8,和歌山県,2025/09,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
870,プリウス Ｓツーリングセレクション,64.8,56.5,8.3,ホワイトパールクリスタルシャイン,2010,9.4,大阪府,2025/05,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
871,プリウス Ｓ,84,75,9,シルバー,2010,7.2,奈良県,2025/03,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
872,プリウス ドライブレコーダー,169.9,156.9,13,シルバー,2017,1,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0
873,プリウス Ｓ,224.2,205.8,18.4,ホワイト,2019,2,奈良県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,5,5,正常,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0
874,プリウス 1.8,122.7,107.9,14.8,ホワイト,2018,4.8,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,1,0,0,1,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
875,プリウス Ｌ,46,41,5,ブラック,2011,11.3,大阪府,2024/11,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
876,プリウス Ｓ,102.3,89.9,12.4,ホワイトパールクリスタルシャイン,2012,8.3,兵庫県,2025/10,AT,2WD,1,1800cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
877,プリウス Ｓツーリングセレクション,156.9,143.3,13.6,レッド,2017,3.2,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,5,4,正常,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
878,プリウス Ａツーリングセレクション,212.2,198,14.2,ブルーメタリック,2019,2.3,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
879,プリウス Ｓツーリングセレクション,60,49,11,ブラック,2010,10.9,大阪府,2025/05,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
880,プリウス 1.8,49.9,41.9,8,ホワイトパールクリスタルシャイン,2010,11.8,兵庫県,2025/05,CVT,2WD,1,1790cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
881,プリウス Ｓ,93.8,88.6,5.2,ホワイト,2013,9.1,兵庫県,2025/05,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,3,4,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
882,プリウス Ｓセーフティプラス,162,149.8,12.2,ブラック,2017,2.9,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,3,4,正常,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0
883,プリウス Ａツーリングセレクション,185.8,176.6,9.2,ホワイトパールクリスタルシャイン,2015,7.5,京都府,2024/12,CVT,4WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0
884,プリウス Ｅ,122.6,109.8,12.8,シルバー,2017,5.4,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,3,3,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0
885,プリウス 1.8,139,135,4,パールホワイト,2015,11.8,京都府,2024/11,CVT,2WD,1,1790cc,0,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
886,プリウス Ｓ,165.4,149.8,15.6,シルバーＭ,2019,6.1,大阪府,車検整備なし,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,4,4,正常,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
887,プリウス Ｓツーリングセレクション,89.8,75,14.8,ブラック,2010,7.6,大阪府,2025/07,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
888,プリウス 1.8,55.8,44.8,11,ブラック,2010,10,兵庫県,2025/10,CVT,2WD,1,1790cc,0,ガソリン,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
889,プリウス Ａ,139,135,4,パールホワイト,2015,11.8,京都府,2024/11,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
890,プリウス Ｓツーリングセレクション,69.8,65.8,4,ブラック,2013,15.1,京都府,2024/11,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
891,プリウス Ａ,195,186,9,スティールブロンドメタリック,2019,1.8,奈良県,車検整備なし,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1
892,プリウス Ｓ,65,55,10,レッドマイカメタリック(３Ｒ３),2009,6.2,大阪府,2024/07,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
893,プリウス Ｓマイコーデ,93,78,15,ブラウン,2013,12.9,大阪府,2024/10,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
894,プリウス Ｓ,115.9,99.9,16,シルバーＩＩ,2017,4.6,大阪府,車検整備なし,AT,2WD,1,1800cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0
895,プリウス Ｓ,69,54,15,ブラック,2010,9.9,兵庫県,2025/01,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
896,プリウス Ｌ,39.8,34.8,5,ブラック,2011,10.3,大阪府,2024/07,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
897,プリウス Ｓツーリングセレクション,49.9,39.9,10,ゴールド,2010,11.3,兵庫県,2025/05,AT,2WD,1,1800cc,0,ガソリン,0,0,0,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
898,プリウス 1.8,65.4,59.4,6,ブラック,2013,12,兵庫県,2024/08,AT,NA,1,1790cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
899,プリウス Ｓ,47.9,45.9,2,ブルー,2010,11.6,奈良県,2025/03,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
900,プリウス Ｓ,253,234.6,18.4,ブラック,2020,2.9,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
901,プリウス Ｓ,309.5,289,20.5,スーパーホワイトＩＩ,2020,1.1,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0
902,プリウス Ａツーリングセレクション,172.6,159.7,12.9,ホワイトパールクリスタルシャイン,2020,7.6,和歌山県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,3,4,正常,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
903,プリウス Ｓツーリングセレクション・Ｇ’ｓ,85.1,77,8.1,パール,2012,15.6,兵庫県,2025/04,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
904,プリウス Ｓツーリングセレクション,162.2,148,14.2,エモーショナルレッド,2017,3.3,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
905,プリウス ＳツーリングセレクションＧｓ,122.6,109.9,12.7,ホワイトパールクリスタルシャイン,2013,7.9,京都府,2026/04,CVT,2WD,1,1800cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
906,プリウス Ｓセーフティプラス,152,139.7,12.3,スティールブロンドメタリック,2017,3.5,和歌山県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0
907,プリウス Ａツーリングセレクション,140,127,13,パール,2015,14.8,兵庫県,2024/12,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0
908,プリウス Ｓ,153.9,139,14.9,ホワイトパールクリスタルシャイン,2017,3.6,大阪府,車検整備付,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
909,プリウス Ｅ,158,145,13,ブラックＭ,2019,7.6,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
910,プリウス Ａプレミアム,212.2,198,14.2,シルバーＭ,2019,3,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
911,プリウス Ｓ,39.8,35,4.8,ホワイト,2011,12.5,滋賀県,2024/07,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
912,プリウス 1.8,40,28.8,11.2,シルバー,2010,17.5,大阪府,2025/02,CVT,2WD,1,1790cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
913,プリウス Ｓ,162.2,148,14.2,ホワイトパールクリスタルシャイン,2017,4.4,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
914,プリウス Ｓ,224.3,214.8,9.5,シルバーＭ,2019,2.6,奈良県,車検整備付,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0
915,プリウス Ａツーリングセレクション,220,206,14,シルバーＭ,2019,2.7,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
916,プリウス Ａ,173.2,159,14.2,シルバーＭ,2017,2,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
917,プリウス Ｓセーフティプラス,176.2,162.1,14.1,ホワイトパールクリスタルシャイン,2017,2.3,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
918,プリウス Ａツーリングセレクション,279.8,260,19.8,ブラック,2020,4.1,大阪府,車検整備なし,AT,2WD,1,1800cc,0,ガソリン,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,プリウス 純正ナビ,129.7,124.8,4.9,ホワイトパールクリスタルシャイン,2013,7.5,大阪府,2025/01,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
920,プリウス Ａツーリングセレクション,242,228,14,ホワイトパールクリスタルシャイン,2019,0.9,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0
921,プリウス Ｓ,214,200,14,ホワイトパールクリスタルシャイン,2019,2.9,兵庫県,車検整備付,CVT,4WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0
922,プリウス 1.8,51.5,43,8.5,ホワイト,2011,13.8,兵庫県,2024/12,CVT,2WD,1,1790cc,0,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
923,プリウス Ｓ,177,163.9,13.1,スーパーホワイトＩＩ,2019,4.6,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
924,プリウス 社外９インチナビ・Ｂｌｕｅｔｏｏｔｈ・ＣＤ・ＤＶＤ・フルセグＴＶ・バックカメラ・ＥＴＣ・クルーズコン,175.5,164.7,10.8,ブラックＭ,2020,8.1,和歌山県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
925,プリウス Ａツーリングセレクション,222.2,209,13.2,シルバーＭ,2019,3.1,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
926,プリウス Ｓセーフティプラス,179.9,166.6,13.3,シルバーメタリック,2017,1.5,奈良県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0
927,プリウス Ｇツーリングセレクション,40,28.8,11.2,シルバー,2010,17.5,大阪府,2025/02,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
928,プリウス Ｇ,77.6,68,9.6,紺,2011,9.1,兵庫県,2024/09,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
929,プリウス Ａツーリングセレクション,325,299,26,ブラック,2016,5.3,京都府,2024/09,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
930,プリウス Ａ,163.2,150,13.2,ダークブルーマイカメタリック,2017,3.5,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0
931,プリウス Ａツーリングセレクション,154.1,144.7,9.4,サーモテクトライムグリーン,2018,3.8,滋賀県,車検整備付,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0
932,プリウス Ｓ,215.5,197.8,17.7,スーパーホワイトＩＩ,2019,3,奈良県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,5,4,正常,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0
933,プリウス Ｓ,159.9,148,11.9,スーパーホワイトＩＩ,2017,3.9,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,5,4,正常,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
934,プリウス Ａ,240.2,227,13.2,アティチュードブラックマイカ,2019,0.4,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
